"reptile_ntaxa.x","reptile_mpd.obs","reptile_mpd.rand.mean","reptile_mpd.rand.sd","reptile_mpd.obs.rank","reptile_mpd.obs.z","reptile_mpd.obs.p","reptile_runs.x","reptile_NRI","grid_id","reptile_ntaxa.y","reptile_mntd.obs","reptile_mntd.rand.mean","reptile_mntd.rand.sd","reptile_mntd.obs.rank","reptile_mntd.obs.z","reptile_mntd.obs.p","reptile_runs.y","reptile_NTI","reptile_richness","reptile_PD_obs","reptile_pd_rand_mean","reptile_pd_rand_sd","reptile_pd_obs_rank","reptile_zscore","reptile_pd_obs_p","reptile_reps"
10,316.862143111111,322.013898274185,32.7873880473446,381,-0.157126122874903,0.381,999,0.157126122874903,2867,10,120.769413,183.821018681682,35.3740303555546,42,-1.78242640287046,0.042,999,1.78242640287046,10,1067.287647,1262.9480492945,23431.5738603624,105,-1.27821000300796,0.104895104895105,1000
9,318.6524735,322.319927530113,35.1338944290052,378,-0.104385070021891,0.378,999,0.104385070021891,2868,9,114.888808,190.693775229007,38.152137546041,16,-1.98691271590032,0.016,999,1.98691271590032,9,980.440218,1169.9574967005,21294.9933142673,98,-1.29870363962452,0.0979020979020979,1000
10,328.907175866667,322.257605197219,32.9686600505895,513,0.201693689074523,0.513,999,-0.201693689074523,2869,10,117.1622048,183.576674893894,35.0371070057366,24,-1.89554662954963,0.024,999,1.89554662954963,10,1110.743632,1262.0245755375,23757.2306038417,161,-0.981490991658442,0.160839160839161,1000
10,328.907175866667,322.257605197219,32.9686600505895,513,0.201693689074523,0.513,999,-0.201693689074523,2870,10,117.1622048,183.576674893894,35.0371070057366,24,-1.89554662954963,0.024,999,1.89554662954963,10,1110.743632,1262.0245755375,23757.2306038417,161,-0.981490991658442,0.160839160839161,1000
9,335.6679315,321.739262817067,35.8023458456815,599,0.389043465000018,0.599,999,-0.389043465000018,2871,9,125.711177777778,190.601111280169,38.0955922636406,46,-1.70334491857536,0.046,999,1.70334491857536,9,1090.632908,1166.8641907345,22930.4526007476,313,-0.503415883672785,0.312687312687313,1000
9,335.6679315,321.739262817067,35.8023458456815,599,0.389043465000018,0.599,999,-0.389043465000018,2872,9,125.711177777778,190.601111280169,38.0955922636406,46,-1.70334491857536,0.046,999,1.70334491857536,9,1090.632908,1166.8641907345,22930.4526007476,313,-0.503415883672785,0.312687312687313,1000
6,297.417577733333,322.857824751818,44.9258422376598,230,-0.566272010748401,0.23,999,0.566272010748401,2873,6,108.445746666667,218.67060896997,54.7792393801656,20,-2.01216489222034,0.02,999,2.01216489222034,6,689.660268,868.652492415,15937.8563597784,81,-1.41781383878248,0.0809190809190809,1000
6,311.627104133333,322.901183116984,45.9776423117744,300,-0.245207853573718,0.3,999,0.245207853573718,2874,6,171.251471333333,220.451767382716,57.1862700199963,195,-0.860351549981819,0.195,999,0.860351549981819,6,785.634978,866.84048945,16178.1405113465,274,-0.638441639895589,0.273726273726274,1000
5,293.0165744,321.831577561762,52.4402944491735,210,-0.549482100824014,0.21,999,0.549482100824014,2875,5,198.2690224,232.54330785986,66.5266737225886,312,-0.515196139262593,0.312,999,0.515196139262593,5,680.696329,755.187740114,13762.2443932508,231,-0.634982225130667,0.230769230769231,1000
9,336.457419944444,320.754187436965,37.5362604396504,587,0.418348346999746,0.587,999,-0.418348346999746,2876,9,132.027085333333,190.038151180736,39.4898320037798,71,-1.46901272818406,0.071,999,1.46901272818406,9,1104.8437,1163.911335386,23041.9847190654,351,-0.389125456567929,0.350649350649351,1000
10,333.498548133333,320.788101111801,35.5454708102083,568,0.357582744912816,0.568,999,-0.357582744912816,2877,10,131.75603,182.640987528128,36.0427521392061,77,-1.41179445264329,0.077,999,1.41179445264329,10,1169.501966,1256.229969553,25307.5254173818,284,-0.545173212571645,0.283716283716284,1000
10,333.498548133333,320.930938725014,35.2188918990034,567,0.356842840040491,0.567,999,-0.356842840040491,2878,10,131.75603,182.033871286687,36.6933742691337,86,-1.37021580293803,0.086,999,1.37021580293803,10,1169.501966,1255.384433319,23704.9310125681,293,-0.557808547619034,0.292707292707293,1000
10,333.498548133333,320.930938725014,35.2188918990034,567,0.356842840040491,0.567,999,-0.356842840040491,2879,10,131.75603,182.033871286687,36.6933742691337,86,-1.37021580293803,0.086,999,1.37021580293803,10,1169.501966,1255.384433319,23704.9310125681,293,-0.557808547619034,0.292707292707293,1000
10,333.498548133333,320.930938725014,35.2188918990034,567,0.356842840040491,0.567,999,-0.356842840040491,2880,10,131.75603,182.033871286687,36.6933742691337,86,-1.37021580293803,0.086,999,1.37021580293803,10,1169.501966,1255.384433319,23704.9310125681,293,-0.557808547619034,0.292707292707293,1000
10,333.498548133333,320.930938725014,35.2188918990034,567,0.356842840040491,0.567,999,-0.356842840040491,2881,10,131.75603,182.033871286687,36.6933742691337,86,-1.37021580293803,0.086,999,1.37021580293803,10,1169.501966,1255.384433319,23704.9310125681,293,-0.557808547619034,0.292707292707293,1000
11,326.517575309091,321.053970073255,33.6644628738703,479,0.162295927795021,0.479,999,-0.162295927795021,2882,11,128.906035636364,175.515031879152,33.2203984793893,85,-1.40302339454795,0.085,999,1.40302339454795,11,1219.705012,1340.911087454,24230.0172078565,232,-0.778659395192085,0.231768231768232,1000
11,313.635757781818,321.835707940468,32.3362535969998,318,-0.253583802899492,0.318,999,0.253583802899492,2883,11,132.019901272727,175.120571269633,33.2566603718649,105,-1.29600114728805,0.105,999,1.29600114728805,11,1147.408813,1339.753383821,24072.173847792,106,-1.2397162008512,0.105894105894106,1000
8,287.475601714286,321.993199980874,38.6538961603894,162,-0.892991436706968,0.162,999,0.892991436706968,2884,8,110.5150765,197.231651324825,43.4919783298387,16,-1.99385215745247,0.016,999,1.99385215745247,8,805.452457,1073.008942496,20329.5642960328,33,-1.87651243706446,0.032967032967033,1000
7,280.999397714286,322.199487873969,41.7848703074449,146,-0.986004978752866,0.146,999,0.986004978752866,2885,7,107.829154285714,207.047811896754,48.710770932748,14,-2.03689360096609,0.014,999,2.03689360096609,7,740.794191,973.415693693,18507.6714256481,51,-1.70991281248931,0.050949050949051,1000
7,280.999397714286,322.199487873969,41.7848703074449,146,-0.986004978752866,0.146,999,0.986004978752866,2886,7,107.829154285714,207.047811896754,48.710770932748,14,-2.03689360096609,0.014,999,2.03689360096609,7,740.794191,973.415693693,18507.6714256481,51,-1.70991281248931,0.050949050949051,1000
6,297.541694666667,322.414189514047,45.1830012283323,234,-0.550483459956268,0.234,999,0.550483459956268,2887,6,109.066331333333,219.694683710043,55.8316304538432,23,-1.98146375947534,0.023,999,1.98146375947534,6,690.591145,870.551409654,16205.9830864488,88,-1.41364034881248,0.0879120879120879,1000
6,297.541694666667,322.414189514047,45.1830012283323,234,-0.550483459956268,0.234,999,0.550483459956268,2888,6,109.066331333333,219.694683710043,55.8316304538432,23,-1.98146375947534,0.023,999,1.98146375947534,6,690.591145,870.551409654,16205.9830864488,88,-1.41364034881248,0.0879120879120879,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2889,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2890,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2891,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2892,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2893,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2894,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2895,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2896,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
2,19.789632,320.036390188188,114.666901229562,5,-2.61842567444199,0.005,999,2.61842567444199,2897,2,19.789632,322.638375305305,111.087042407555,1,-2.72622924097859,0.001,999,2.72622924097859,2,227.624027,379.864402339,3030.2903355051,2,-2.7655895507435,0.001998001998002,1000
2,19.789632,320.036390188188,114.666901229562,5,-2.61842567444199,0.005,999,2.61842567444199,2898,2,19.789632,322.638375305305,111.087042407555,1,-2.72622924097859,0.001,999,2.72622924097859,2,227.624027,379.864402339,3030.2903355051,2,-2.7655895507435,0.001998001998002,1000
2,19.789632,320.036390188188,114.666901229562,5,-2.61842567444199,0.005,999,2.61842567444199,2899,2,19.789632,322.638375305305,111.087042407555,1,-2.72622924097859,0.001,999,2.72622924097859,2,227.624027,379.864402339,3030.2903355051,2,-2.7655895507435,0.001998001998002,1000
3,253.121064,322.507857394728,77.1759925665691,95,-0.899072251450184,0.095,999,0.899072251450184,2900,3,136.455348,280.93645265332,93.6454459303308,65,-1.54285243898362,0.065,999,1.54285243898362,3,412.517417,518.538696152,7182.93046840742,95,-1.25095650122696,0.0949050949050949,1000
4,231.297172666667,322.971864317651,59.8215964214103,46,-1.53246815757283,0.046,999,1.53246815757283,2901,4,134.670644,254.826547703203,77.8316364425482,51,-1.54379259122859,0.051,999,1.54379259122859,4,477.175683,643.66912448,11365.5513492547,53,-1.5617153400471,0.0529470529470529,1000
4,231.297172666667,322.971864317651,59.8215964214103,46,-1.53246815757283,0.046,999,1.53246815757283,2902,4,134.670644,254.826547703203,77.8316364425482,51,-1.54379259122859,0.051,999,1.54379259122859,4,477.175683,643.66912448,11365.5513492547,53,-1.5617153400471,0.0529470529470529,1000
3,289.630030666667,324.056937564898,73.7885599920967,214,-0.466561576779909,0.214,999,0.466561576779909,2903,3,209.473281333333,281.677731724391,95.1286186448506,301,-0.75901922491509,0.301,999,0.75901922491509,3,467.280867,516.688175107,7518.95821363984,278,-0.569786764609032,0.277722277722278,1000
3,289.630030666667,324.056937564898,73.7885599920967,214,-0.466561576779909,0.214,999,0.466561576779909,2904,3,209.473281333333,281.677731724391,95.1286186448506,301,-0.75901922491509,0.301,999,0.75901922491509,3,467.280867,516.688175107,7518.95821363984,278,-0.569786764609032,0.277722277722278,1000
4,290.744248333333,325.14296102636,57.8766888472916,225,-0.59434486281321,0.225,999,0.59434486281321,2905,4,132.659185,255.73476845996,81.0728936354238,66,-1.51808548999642,0.066,999,1.51808548999642,4,535.281786,643.198366975,11166.9648927781,187,-1.02122303455308,0.186813186813187,1000
9,297.367561111111,323.048451096374,34.527640399749,197,-0.743777729608472,0.197,999,0.743777729608472,2906,9,176.897354,191.791720699144,40.6343736152729,350,-0.366545989859811,0.35,999,0.366545989859811,9,1079.440512,1166.014246888,22640.6963146606,278,-0.575362117629328,0.277722277722278,1000
10,314.783507866667,322.452802471983,32.6432016243511,362,-0.234943088413095,0.362,999,0.234943088413095,2968,10,102.0616958,182.905383805005,34.590123249688,10,-2.33718993775873,0.01,999,2.33718993775873,10,1020.518354,1261.0505718295,23321.9420870149,67,-1.57503750390891,0.0669330669330669,1000
10,316.862143111111,322.013898274185,32.7873880473446,381,-0.157126122874903,0.381,999,0.157126122874903,2969,10,120.769413,183.821018681682,35.3740303555546,42,-1.78242640287046,0.042,999,1.78242640287046,10,1067.287647,1262.9480492945,23431.5738603624,105,-1.27821000300796,0.104895104895105,1000
9,318.6524735,322.319927530113,35.1338944290052,378,-0.104385070021891,0.378,999,0.104385070021891,2970,9,114.888808,190.693775229007,38.152137546041,16,-1.98691271590032,0.016,999,1.98691271590032,9,980.440218,1169.9574967005,21294.9933142673,98,-1.29870363962452,0.0979020979020979,1000
10,328.907175866667,322.257605197219,32.9686600505895,513,0.201693689074523,0.513,999,-0.201693689074523,2971,10,117.1622048,183.576674893894,35.0371070057366,24,-1.89554662954963,0.024,999,1.89554662954963,10,1110.743632,1262.0245755375,23757.2306038417,161,-0.981490991658442,0.160839160839161,1000
10,328.907175866667,322.257605197219,32.9686600505895,513,0.201693689074523,0.513,999,-0.201693689074523,2972,10,117.1622048,183.576674893894,35.0371070057366,24,-1.89554662954963,0.024,999,1.89554662954963,10,1110.743632,1262.0245755375,23757.2306038417,161,-0.981490991658442,0.160839160839161,1000
9,335.6679315,321.739262817067,35.8023458456815,599,0.389043465000018,0.599,999,-0.389043465000018,2973,9,125.711177777778,190.601111280169,38.0955922636406,46,-1.70334491857536,0.046,999,1.70334491857536,9,1090.632908,1166.8641907345,22930.4526007476,313,-0.503415883672785,0.312687312687313,1000
9,335.6679315,321.739262817067,35.8023458456815,599,0.389043465000018,0.599,999,-0.389043465000018,2974,9,125.711177777778,190.601111280169,38.0955922636406,46,-1.70334491857536,0.046,999,1.70334491857536,9,1090.632908,1166.8641907345,22930.4526007476,313,-0.503415883672785,0.312687312687313,1000
7,319.714631904762,322.476150196053,41.1309092277074,377,-0.0671397336733566,0.377,999,0.0671397336733566,2975,7,145.78018,208.310810428142,49.1086372296643,105,-1.27331227164191,0.105,999,1.27331227164191,7,874.553658,971.681076814,18713.4170917095,248,-0.710011362154429,0.247752247752248,1000
7,314.707736952381,322.614159813432,41.7215770056123,352,-0.18950441063117,0.352,999,0.18950441063117,2976,7,103.767488571429,208.565695076505,49.5213589872646,13,-2.11622234624109,0.013,999,2.11622234624109,7,804.482473,966.129737379,18202.9662163244,117,-1.1981116131207,0.116883116883117,1000
6,315.0090728,322.254346356223,45.8170658276222,345,-0.158134822152991,0.345,999,0.158134822152991,2977,6,188.161314666667,218.058111168502,56.5387235440161,306,-0.52878442645703,0.306,999,0.52878442645703,6,810.999743,863.853602082,15664.9121336001,361,-0.422291870414538,0.360639360639361,1000
10,333.498548133333,320.788101111801,35.5454708102083,568,0.357582744912816,0.568,999,-0.357582744912816,2978,10,131.75603,182.640987528128,36.0427521392061,77,-1.41179445264329,0.077,999,1.41179445264329,10,1169.501966,1256.229969553,25307.5254173818,284,-0.545173212571645,0.283716283716284,1000
10,333.498548133333,320.788101111801,35.5454708102083,568,0.357582744912816,0.568,999,-0.357582744912816,2979,10,131.75603,182.640987528128,36.0427521392061,77,-1.41179445264329,0.077,999,1.41179445264329,10,1169.501966,1256.229969553,25307.5254173818,284,-0.545173212571645,0.283716283716284,1000
10,333.498548133333,320.788101111801,35.5454708102083,568,0.357582744912816,0.568,999,-0.357582744912816,2980,10,131.75603,182.640987528128,36.0427521392061,77,-1.41179445264329,0.077,999,1.41179445264329,10,1169.501966,1256.229969553,25307.5254173818,284,-0.545173212571645,0.283716283716284,1000
10,333.498548133333,320.930938725014,35.2188918990034,567,0.356842840040491,0.567,999,-0.356842840040491,2981,10,131.75603,182.033871286687,36.6933742691337,86,-1.37021580293803,0.086,999,1.37021580293803,10,1169.501966,1255.384433319,23704.9310125681,293,-0.557808547619034,0.292707292707293,1000
10,333.498548133333,320.930938725014,35.2188918990034,567,0.356842840040491,0.567,999,-0.356842840040491,2982,10,131.75603,182.033871286687,36.6933742691337,86,-1.37021580293803,0.086,999,1.37021580293803,10,1169.501966,1255.384433319,23704.9310125681,293,-0.557808547619034,0.292707292707293,1000
10,333.498548133333,320.930938725014,35.2188918990034,567,0.356842840040491,0.567,999,-0.356842840040491,2983,10,131.75603,182.033871286687,36.6933742691337,86,-1.37021580293803,0.086,999,1.37021580293803,10,1169.501966,1255.384433319,23704.9310125681,293,-0.557808547619034,0.292707292707293,1000
11,313.635757781818,321.835707940468,32.3362535969998,318,-0.253583802899492,0.318,999,0.253583802899492,2984,11,132.019901272727,175.120571269633,33.2566603718649,105,-1.29600114728805,0.105,999,1.29600114728805,11,1147.408813,1339.753383821,24072.173847792,106,-1.2397162008512,0.105894105894106,1000
8,287.731660357143,322.098921453561,38.6856938732623,171,-0.888371324268036,0.171,999,0.888371324268036,2985,8,112.307487,196.720393894645,43.8358067662125,23,-1.9256610775944,0.023,999,1.9256610775944,8,809.037278,1070.423128193,20421.2853929321,29,-1.82911300041788,0.028971028971029,1000
8,287.475601714286,321.993199980874,38.6538961603894,162,-0.892991436706968,0.162,999,0.892991436706968,2986,8,110.5150765,197.231651324825,43.4919783298387,16,-1.99385215745247,0.016,999,1.99385215745247,8,805.452457,1073.008942496,20329.5642960328,33,-1.87651243706446,0.032967032967033,1000
7,280.999397714286,322.199487873969,41.7848703074449,146,-0.986004978752866,0.146,999,0.986004978752866,2987,7,107.829154285714,207.047811896754,48.710770932748,14,-2.03689360096609,0.014,999,2.03689360096609,7,740.794191,973.415693693,18507.6714256481,51,-1.70991281248931,0.050949050949051,1000
7,280.999397714286,322.199487873969,41.7848703074449,146,-0.986004978752866,0.146,999,0.986004978752866,2988,7,107.829154285714,207.047811896754,48.710770932748,14,-2.03689360096609,0.014,999,2.03689360096609,7,740.794191,973.415693693,18507.6714256481,51,-1.70991281248931,0.050949050949051,1000
7,280.999397714286,322.199487873969,41.7848703074449,146,-0.986004978752866,0.146,999,0.986004978752866,2989,7,107.829154285714,207.047811896754,48.710770932748,14,-2.03689360096609,0.014,999,2.03689360096609,7,740.794191,973.415693693,18507.6714256481,51,-1.70991281248931,0.050949050949051,1000
5,312.566958,322.033309515115,52.3139755331177,378,-0.180952631082728,0.378,999,0.180952631082728,2990,5,110.7983792,235.417272988188,65.290191395042,26,-1.90869242569951,0.026,999,1.90869242569951,5,640.388099,763.429941163,14004.6226783258,163,-1.03972172476559,0.162837162837163,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2991,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2992,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2993,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2994,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2995,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2996,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2997,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
1,NA,NA,NA,NA,NA,NA,999,NA,2998,1,NA,NA,NA,NA,NA,NA,999,NA,1,217.729211,217.729211,7.26933350034773e-28,773.5,1.05415117759647,0.772727272727273,1000
2,19.789632,320.036390188188,114.666901229562,5,-2.61842567444199,0.005,999,2.61842567444199,2999,2,19.789632,322.638375305305,111.087042407555,1,-2.72622924097859,0.001,999,2.72622924097859,2,227.624027,379.864402339,3030.2903355051,2,-2.7655895507435,0.001998001998002,1000
2,19.789632,320.036390188188,114.666901229562,5,-2.61842567444199,0.005,999,2.61842567444199,3000,2,19.789632,322.638375305305,111.087042407555,1,-2.72622924097859,0.001,999,2.72622924097859,2,227.624027,379.864402339,3030.2903355051,2,-2.7655895507435,0.001998001998002,1000
2,19.789632,320.036390188188,114.666901229562,5,-2.61842567444199,0.005,999,2.61842567444199,3001,2,19.789632,322.638375305305,111.087042407555,1,-2.72622924097859,0.001,999,2.72622924097859,2,227.624027,379.864402339,3030.2903355051,2,-2.7655895507435,0.001998001998002,1000
3,253.121064,322.507857394728,77.1759925665691,95,-0.899072251450184,0.095,999,0.899072251450184,3002,3,136.455348,280.93645265332,93.6454459303308,65,-1.54285243898362,0.065,999,1.54285243898362,3,412.517417,518.538696152,7182.93046840742,95,-1.25095650122696,0.0949050949050949,1000
4,231.297172666667,322.971864317651,59.8215964214103,46,-1.53246815757283,0.046,999,1.53246815757283,3003,4,134.670644,254.826547703203,77.8316364425482,51,-1.54379259122859,0.051,999,1.54379259122859,4,477.175683,643.66912448,11365.5513492547,53,-1.5617153400471,0.0529470529470529,1000
4,231.297172666667,322.971864317651,59.8215964214103,46,-1.53246815757283,0.046,999,1.53246815757283,3004,4,134.670644,254.826547703203,77.8316364425482,51,-1.54379259122859,0.051,999,1.54379259122859,4,477.175683,643.66912448,11365.5513492547,53,-1.5617153400471,0.0529470529470529,1000
3,289.630030666667,324.056937564898,73.7885599920967,214,-0.466561576779909,0.214,999,0.466561576779909,3005,3,209.473281333333,281.677731724391,95.1286186448506,301,-0.75901922491509,0.301,999,0.75901922491509,3,467.280867,516.688175107,7518.95821363984,278,-0.569786764609032,0.277722277722278,1000
3,289.630030666667,324.056937564898,73.7885599920967,214,-0.466561576779909,0.214,999,0.466561576779909,3006,3,209.473281333333,281.677731724391,95.1286186448506,301,-0.75901922491509,0.301,999,0.75901922491509,3,467.280867,516.688175107,7518.95821363984,278,-0.569786764609032,0.277722277722278,1000
5,321.6825006,324.142711551952,50.5005457114598,380,-0.0487165221146055,0.38,999,0.0487165221146055,3007,5,179.4059436,233.920859455055,67.3800401017936,229,-0.809066242357489,0.229,999,0.809066242357489,5,718.478275,758.145023845,14293.6599709671,355,-0.331783575562907,0.354645354645355,1000
9,297.367561111111,323.048451096374,34.527640399749,197,-0.743777729608472,0.197,999,0.743777729608472,3008,9,176.897354,191.791720699144,40.6343736152729,350,-0.366545989859811,0.35,999,0.366545989859811,9,1079.440512,1166.014246888,22640.6963146606,278,-0.575362117629328,0.277722277722278,1000
12,304.023569181818,323.424409230625,29.1917668254363,223,-0.664599719668266,0.223,999,0.664599719668266,3009,12,170.901861166667,172.526957819653,32.255361629355,482,-0.0503822177429052,0.482,999,0.0503822177429052,12,1353.090901,1433.5768074405,26892.0845223385,301,-0.490803448698116,0.300699300699301,1000
9,308.005222111111,322.909974867534,34.373486531449,303,-0.433611898600579,0.303,999,0.433611898600579,3070,9,137.153062888889,190.014538383495,38.0224350005422,85,-1.39027065188886,0.085,999,1.39027065188886,9,981.511811000001,1170.243437948,22595.5318702372,108,-1.25554822803868,0.107892107892108,1000
10,316.862143111111,322.013898274185,32.7873880473446,381,-0.157126122874903,0.381,999,0.157126122874903,3071,10,120.769413,183.821018681682,35.3740303555546,42,-1.78242640287046,0.042,999,1.78242640287046,10,1067.287647,1262.9480492945,23431.5738603624,105,-1.27821000300796,0.104895104895105,1000
9,318.6524735,322.319927530113,35.1338944290052,378,-0.104385070021891,0.378,999,0.104385070021891,3072,9,114.888808,190.693775229007,38.152137546041,16,-1.98691271590032,0.016,999,1.98691271590032,9,980.440218,1169.9574967005,21294.9933142673,98,-1.29870363962452,0.0979020979020979,1000
10,328.907175866667,322.257605197219,32.9686600505895,513,0.201693689074523,0.513,999,-0.201693689074523,3073,10,117.1622048,183.576674893894,35.0371070057366,24,-1.89554662954963,0.024,999,1.89554662954963,10,1110.743632,1262.0245755375,23757.2306038417,161,-0.981490991658442,0.160839160839161,1000
10,328.907175866667,322.257605197219,32.9686600505895,513,0.201693689074523,0.513,999,-0.201693689074523,3074,10,117.1622048,183.576674893894,35.0371070057366,24,-1.89554662954963,0.024,999,1.89554662954963,10,1110.743632,1262.0245755375,23757.2306038417,161,-0.981490991658442,0.160839160839161,1000
10,328.907175866667,322.257605197219,32.9686600505895,513,0.201693689074523,0.513,999,-0.201693689074523,3075,10,117.1622048,183.576674893894,35.0371070057366,24,-1.89554662954963,0.024,999,1.89554662954963,10,1110.743632,1262.0245755375,23757.2306038417,161,-0.981490991658442,0.160839160839161,1000
9,335.6679315,321.739262817067,35.8023458456815,599,0.389043465000018,0.599,999,-0.389043465000018,3076,9,125.711177777778,190.601111280169,38.0955922636406,46,-1.70334491857536,0.046,999,1.70334491857536,9,1090.632908,1166.8641907345,22930.4526007476,313,-0.503415883672785,0.312687312687313,1000
9,335.6679315,321.739262817067,35.8023458456815,599,0.389043465000018,0.599,999,-0.389043465000018,3077,9,125.711177777778,190.601111280169,38.0955922636406,46,-1.70334491857536,0.046,999,1.70334491857536,9,1090.632908,1166.8641907345,22930.4526007476,313,-0.503415883672785,0.312687312687313,1000
7,314.707736952381,322.614159813432,41.7215770056123,352,-0.18950441063117,0.352,999,0.18950441063117,3078,7,103.767488571429,208.565695076505,49.5213589872646,13,-2.11622234624109,0.013,999,2.11622234624109,7,804.482473,966.129737379,18202.9662163244,117,-1.1981116131207,0.116883116883117,1000
10,341.134543866667,320.814469714003,34.9646419150343,681,0.581160653726771,0.681,999,-0.581160653726771,3079,10,151.3325676,183.685973336937,36.0264223073112,196,-0.898046590942535,0.196,999,0.898046590942535,10,1251.265884,1256.161923729,24024.4026219576,481,-0.0315877458050598,0.480519480519481,1000
10,333.498548133333,320.788101111801,35.5454708102083,568,0.357582744912816,0.568,999,-0.357582744912816,3080,10,131.75603,182.640987528128,36.0427521392061,77,-1.41179445264329,0.077,999,1.41179445264329,10,1169.501966,1256.229969553,25307.5254173818,284,-0.545173212571645,0.283716283716284,1000
10,333.498548133333,320.788101111801,35.5454708102083,568,0.357582744912816,0.568,999,-0.357582744912816,3081,10,131.75603,182.640987528128,36.0427521392061,77,-1.41179445264329,0.077,999,1.41179445264329,10,1169.501966,1256.229969553,25307.5254173818,284,-0.545173212571645,0.283716283716284,1000
10,333.498548133333,320.788101111801,35.5454708102083,568,0.357582744912816,0.568,999,-0.357582744912816,3082,10,131.75603,182.640987528128,36.0427521392061,77,-1.41179445264329,0.077,999,1.41179445264329,10,1169.501966,1256.229969553,25307.5254173818,284,-0.545173212571645,0.283716283716284,1000
10,333.498548133333,320.930938725014,35.2188918990034,567,0.356842840040491,0.567,999,-0.356842840040491,3083,10,131.75603,182.033871286687,36.6933742691337,86,-1.37021580293803,0.086,999,1.37021580293803,10,1169.501966,1255.384433319,23704.9310125681,293,-0.557808547619034,0.292707292707293,1000
10,333.498548133333,320.930938725014,35.2188918990034,567,0.356842840040491,0.567,999,-0.356842840040491,3084,10,131.75603,182.033871286687,36.6933742691337,86,-1.37021580293803,0.086,999,1.37021580293803,10,1169.501966,1255.384433319,23704.9310125681,293,-0.557808547619034,0.292707292707293,1000
10,333.498548133333,320.930938725014,35.2188918990034,567,0.356842840040491,0.567,999,-0.356842840040491,3085,10,131.75603,182.033871286687,36.6933742691337,86,-1.37021580293803,0.086,999,1.37021580293803,10,1169.501966,1255.384433319,23704.9310125681,293,-0.557808547619034,0.292707292707293,1000
11,313.635757781818,321.835707940468,32.3362535969998,318,-0.253583802899492,0.318,999,0.253583802899492,3086,11,132.019901272727,175.120571269633,33.2566603718649,105,-1.29600114728805,0.105,999,1.29600114728805,11,1147.408813,1339.753383821,24072.173847792,106,-1.2397162008512,0.105894105894106,1000
7,286.214964380952,322.102758267267,42.4730606362068,161,-0.84495426862932,0.161,999,0.84495426862932,3087,7,139.122554285714,206.924009983698,48.5929057541755,91,-1.39529535527226,0.091,999,1.39529535527226,7,795.557641,971.051660622,18578.3191047793,97,-1.28753520381878,0.0969030969030969,1000
